STUDENT_NUMBER,Academic_Year,Faculty,Programme_Code,Programme_Name,Programme_Duration_Years,Year_Level,Gender,Race,NSFAS_Flag,Residence_Flag,First_Generation_Flag,Entry_APS_Band,Expected_Credits_ToDate,Prior_Credits_Passed,Current_Year_Expected_Credits,Current_Credits_Passed,Total_Credits_Passed,Credit_Completion_Current_Pct,Credit_Completion_ToDate_Pct,Current_Module_Count,Failed_Module_Count,Failed_Gateway_Module_Count,Non_Submitted_Assessment_Count,Failed_Assessment_Count,Student_Overall_CA_Average,Student_Final_Average,Programme_Final_Average,Difference_From_Programme_Avg,Early_At_Risk_Flag,End_At_Risk_Flag,Progression_Risk_Level,Recommended_Action,Equity_Review_Group
4260089,2026,EMS,BCOM,Bachelor of Commerce,3,2,Male,Coloured,No,No,Yes,35-39,240,120,120,0,120,0.0,0.5,4,4,3,3,9,34.0,38.4,50.5,-12.1,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS No | Residence No
4260090,2026,EMS,BCOM,Bachelor of Commerce,3,1,Male,African,No,No,No,35-39,120,0,120,90,90,0.75,0.75,4,1,1,2,1,47.1,50.4,50.5,-0.1,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Male | NSFAS No | Residence No
4260091,2026,EMS,BCOM,Bachelor of Commerce,3,2,Female,Coloured,Yes,Yes,No,40-44,240,120,120,120,240,1.0,1.0,4,0,0,2,3,54.9,56.1,50.5,5.7,Yes,No,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS Yes | Residence Yes
4260092,2026,EMS,BCOM,Bachelor of Commerce,3,1,Male,Indian,No,No,No,40-44,120,0,120,120,120,1.0,1.0,4,0,0,0,2,63.3,65.3,50.5,14.8,Yes,No,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Male | NSFAS No | Residence No
4260093,2026,EMS,BCOM,Bachelor of Commerce,3,1,Female,African,Yes,No,Yes,40-44,120,0,120,90,90,0.75,0.75,4,1,1,0,5,48.3,53.3,50.5,2.8,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS Yes | Residence No
4260094,2026,EMS,BCOM,Bachelor of Commerce,3,3,Male,Coloured,Yes,No,Yes,40-44,360,240,120,60,300,0.5,0.8333,4,2,2,1,6,58.5,51.1,50.5,0.6,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS Yes | Residence No
4260095,2026,EMS,BCOM,Bachelor of Commerce,3,1,Female,African,Yes,Yes,Yes,35-39,120,0,120,90,90,0.75,0.75,4,1,0,2,0,66.0,64.0,50.5,13.5,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS Yes | Residence Yes
4260096,2026,EMS,BCOM,Bachelor of Commerce,3,2,Male,Coloured,Yes,No,Yes,30-34,240,120,120,90,210,0.75,0.875,4,1,1,0,8,51.1,52.3,50.5,1.8,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Male | NSFAS Yes | Residence No
4260097,2026,EMS,BCOM,Bachelor of Commerce,3,2,Male,Coloured,No,Yes,No,35-39,240,120,120,0,120,0.0,0.5,4,4,3,2,9,38.5,43.7,50.5,-6.7,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS No | Residence Yes
4260098,2026,EMS,BCOM,Bachelor of Commerce,3,2,Female,African,Yes,No,Yes,45+,240,120,120,120,240,1.0,1.0,4,0,0,1,0,62.1,65.9,50.5,15.4,No,No,On Track,Routine monitoring and positive reinforcement,Female | NSFAS Yes | Residence No
4260099,2026,EMS,BCOM,Bachelor of Commerce,3,2,Female,African,Yes,No,No,45+,240,60,120,0,60,0.0,0.25,4,4,3,1,11,38.0,40.8,50.5,-9.7,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence No
4260100,2026,EMS,BCOM,Bachelor of Commerce,3,2,Female,Coloured,No,No,Yes,45+,240,120,120,90,210,0.75,0.875,4,1,1,1,7,53.9,54.8,50.5,4.3,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS No | Residence No
4260101,2026,EMS,BCOM,Bachelor of Commerce,3,2,Female,African,Yes,No,No,35-39,240,120,120,120,240,1.0,1.0,4,0,0,0,1,58.2,59.8,50.5,9.3,No,No,On Track,Routine monitoring and positive reinforcement,Female | NSFAS Yes | Residence No
4260102,2026,EMS,BCOM,Bachelor of Commerce,3,1,Male,African,No,Yes,Yes,40-44,120,0,120,60,60,0.5,0.5,4,2,1,1,6,46.1,49.9,50.5,-0.6,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS No | Residence Yes
4260103,2026,EMS,BCOM,Bachelor of Commerce,3,2,Male,African,Yes,Yes,Yes,30-34,240,120,120,120,240,1.0,1.0,4,0,0,0,1,67.0,63.0,50.5,12.5,No,No,On Track,Routine monitoring and positive reinforcement,Male | NSFAS Yes | Residence Yes
4260104,2026,EMS,BCOM,Bachelor of Commerce,3,2,Male,Coloured,Yes,No,No,45+,240,120,120,90,210,0.75,0.875,4,1,1,2,4,53.2,48.6,50.5,-1.9,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Male | NSFAS Yes | Residence No
4260105,2026,EMS,BCOM,Bachelor of Commerce,3,1,Female,African,Yes,No,No,30-34,120,0,120,90,90,0.75,0.75,4,1,1,1,6,48.6,49.8,50.5,-0.7,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS Yes | Residence No
4260106,2026,EMS,BCOM,Bachelor of Commerce,3,1,Male,White,Yes,No,No,35-39,120,0,120,120,120,1.0,1.0,4,0,0,2,0,67.5,70.0,50.5,19.5,Yes,No,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Male | NSFAS Yes | Residence No
4260107,2026,EMS,BCOM,Bachelor of Commerce,3,2,Female,Coloured,Yes,No,Yes,30-34,240,120,120,0,120,0.0,0.5,4,4,3,2,12,35.6,31.4,50.5,-19.0,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence No
4260108,2026,EMS,BCOM,Bachelor of Commerce,3,2,Male,Coloured,Yes,No,No,30-34,240,120,120,60,180,0.5,0.75,4,2,2,2,7,44.3,44.0,50.5,-6.4,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS Yes | Residence No
4260109,2026,EMS,BCOM,Bachelor of Commerce,3,2,Female,African,Yes,No,No,35-39,240,120,120,60,180,0.5,0.75,4,2,2,3,0,60.9,55.8,50.5,5.3,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence No
4260110,2026,EMS,BCOM,Bachelor of Commerce,3,3,Male,African,No,No,Yes,40-44,360,240,120,30,270,0.25,0.75,4,3,2,0,12,47.6,46.7,50.5,-3.8,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS No | Residence No
4260111,2026,EMS,BCOM,Bachelor of Commerce,3,2,Male,African,Yes,No,Yes,35-39,240,60,120,120,180,1.0,0.75,4,0,0,0,7,52.1,53.5,50.5,3.1,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Male | NSFAS Yes | Residence No
4260112,2026,EMS,BCOM,Bachelor of Commerce,3,3,Male,White,Yes,No,Yes,35-39,360,240,120,0,240,0.0,0.6667,4,4,3,4,10,22.7,29.1,50.5,-21.4,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS Yes | Residence No
4260113,2026,EMS,BCOM,Bachelor of Commerce,3,2,Female,African,Yes,No,No,35-39,240,120,120,0,120,0.0,0.5,4,4,3,3,11,24.1,29.4,50.5,-21.1,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence No
4260114,2026,EMS,BCOM,Bachelor of Commerce,3,1,Female,African,Yes,No,Yes,35-39,120,0,120,60,60,0.5,0.5,4,2,2,3,3,42.4,40.4,50.5,-10.0,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence No
4260115,2026,EMS,BCOM,Bachelor of Commerce,3,3,Female,African,Yes,No,No,35-39,360,240,120,0,240,0.0,0.6667,4,4,3,2,10,38.9,38.5,50.5,-12.0,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence No
4260116,2026,EMS,BCOM,Bachelor of Commerce,3,3,Male,African,Yes,No,Yes,30-34,360,180,120,120,300,1.0,0.8333,4,0,0,1,2,67.0,64.8,50.5,14.3,No,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Male | NSFAS Yes | Residence No
4260117,2026,EMS,BCOM,Bachelor of Commerce,3,2,Female,Coloured,Yes,No,No,35-39,240,120,120,120,240,1.0,1.0,4,0,0,0,0,75.0,79.6,50.5,29.1,No,No,On Track,Routine monitoring and positive reinforcement,Female | NSFAS Yes | Residence No
4260118,2026,EMS,BCOM,Bachelor of Commerce,3,1,Male,Coloured,No,Yes,Yes,30-34,120,0,120,0,0,0.0,0.0,4,4,3,0,14,33.2,33.9,50.5,-16.6,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS No | Residence Yes
4260119,2026,EMS,BCOM,Bachelor of Commerce,3,1,Male,African,Yes,No,Yes,40-44,120,0,120,90,90,0.75,0.75,4,1,1,1,2,62.0,55.4,50.5,4.9,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Male | NSFAS Yes | Residence No
4260120,2026,EMS,BCOM,Bachelor of Commerce,3,1,Female,Other/Not disclosed,Yes,No,No,30-34,120,0,120,30,30,0.25,0.25,4,3,3,1,8,45.4,46.9,50.5,-3.6,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence No
4260121,2026,EMS,BCOM,Bachelor of Commerce,3,2,Female,African,Yes,No,Yes,35-39,240,120,120,120,240,1.0,1.0,4,0,0,0,4,58.7,61.4,50.5,10.9,No,No,On Track,Routine monitoring and positive reinforcement,Female | NSFAS Yes | Residence No
4260122,2026,EMS,BCOM,Bachelor of Commerce,3,3,Female,Coloured,Yes,No,No,30-34,360,240,120,0,240,0.0,0.6667,4,4,3,0,16,24.9,24.5,50.5,-26.0,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence No
4260123,2026,EMS,BCOM,Bachelor of Commerce,3,1,Female,African,Yes,No,Yes,35-39,120,0,120,90,90,0.75,0.75,4,1,0,1,3,54.1,54.6,50.5,4.1,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS Yes | Residence No
4260124,2026,EMS,BCOM,Bachelor of Commerce,3,1,Female,Coloured,Yes,No,No,35-39,120,0,120,90,90,0.75,0.75,4,1,1,2,4,50.8,53.7,50.5,3.2,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS Yes | Residence No
4260125,2026,EMS,BCOM,Bachelor of Commerce,3,1,Male,African,No,No,No,40-44,120,0,120,0,0,0.0,0.0,4,4,3,2,12,27.6,31.1,50.5,-19.4,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS No | Residence No
4260126,2026,EMS,BCOM,Bachelor of Commerce,3,1,Male,African,Yes,No,No,35-39,120,0,120,60,60,0.5,0.5,4,2,2,3,3,40.9,46.4,50.5,-4.1,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS Yes | Residence No
4260127,2026,EMS,BCOM,Bachelor of Commerce,3,2,Female,African,Yes,Yes,No,30-34,240,120,120,120,240,1.0,1.0,4,0,0,0,4,56.5,56.7,50.5,6.2,Yes,No,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS Yes | Residence Yes
4260128,2026,EMS,BCOM,Bachelor of Commerce,3,1,Male,Coloured,No,No,Yes,30-34,120,0,120,90,90,0.75,0.75,4,1,1,1,6,53.1,55.3,50.5,4.8,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Male | NSFAS No | Residence No
4260129,2026,EMS,BCOM,Bachelor of Commerce,3,3,Male,African,No,No,No,35-39,360,240,120,90,330,0.75,0.9167,4,1,1,0,4,58.8,55.8,50.5,5.3,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Male | NSFAS No | Residence No
4260130,2026,EMS,BCOM,Bachelor of Commerce,3,2,Male,African,Yes,No,Yes,35-39,240,120,120,0,120,0.0,0.5,4,4,3,1,13,37.8,40.6,50.5,-9.9,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS Yes | Residence No
4260131,2026,EMS,BCOM,Bachelor of Commerce,3,2,Female,African,No,Yes,No,30-34,240,120,120,120,240,1.0,1.0,4,0,0,1,0,72.4,70.6,50.5,20.1,No,No,On Track,Routine monitoring and positive reinforcement,Female | NSFAS No | Residence Yes
4260132,2026,EMS,BCOM,Bachelor of Commerce,3,2,Female,African,No,No,No,40-44,240,120,120,60,180,0.5,0.75,4,2,2,2,4,50.1,50.5,50.5,0.0,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS No | Residence No
4260133,2026,EMS,BCOM,Bachelor of Commerce,3,2,Male,Coloured,No,No,Yes,35-39,240,120,120,90,210,0.75,0.875,4,1,1,0,8,54.7,57.3,50.5,6.8,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Male | NSFAS No | Residence No
4260134,2026,EMS,BCOM,Bachelor of Commerce,3,2,Male,African,No,No,Yes,30-34,240,120,120,60,180,0.5,0.75,4,2,1,1,7,47.7,47.2,50.5,-3.3,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Male | NSFAS No | Residence No
4260135,2026,EMS,BCOM,Bachelor of Commerce,3,2,Female,Coloured,No,No,Yes,35-39,240,120,120,60,180,0.5,0.75,4,2,2,2,4,46.5,49.7,50.5,-0.7,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS No | Residence No
4260136,2026,EMS,BCOM,Bachelor of Commerce,3,2,Male,African,Yes,Yes,Yes,45+,240,120,120,30,150,0.25,0.625,4,3,3,3,4,48.5,47.1,50.5,-3.4,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS Yes | Residence Yes
4260137,2026,EMS,BCOM,Bachelor of Commerce,3,2,Male,African,Yes,No,Yes,30-34,240,120,120,120,240,1.0,1.0,4,0,0,0,3,62.6,60.3,50.5,9.8,No,No,On Track,Routine monitoring and positive reinforcement,Male | NSFAS Yes | Residence No
4260138,2026,EMS,BCOM,Bachelor of Commerce,3,1,Male,Coloured,Yes,No,Yes,35-39,120,0,120,60,60,0.5,0.5,4,2,1,0,8,41.7,47.8,50.5,-2.7,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS Yes | Residence No
4260139,2026,EMS,BCOM,Bachelor of Commerce,3,1,Male,Coloured,Yes,No,Yes,30-34,120,0,120,0,0,0.0,0.0,4,4,3,1,15,24.2,22.5,50.5,-27.9,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS Yes | Residence No
4260140,2026,EMS,BCOM,Bachelor of Commerce,3,3,Male,Coloured,Yes,No,Yes,35-39,360,240,120,60,300,0.5,0.8333,4,2,2,1,4,54.7,48.1,50.5,-2.3,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS Yes | Residence No
4260141,2026,EMS,BCOM,Bachelor of Commerce,3,2,Male,Coloured,No,No,No,30-34,240,120,120,0,120,0.0,0.5,4,4,3,1,12,38.0,32.8,50.5,-17.7,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS No | Residence No
4260142,2026,EMS,BCOM,Bachelor of Commerce,3,2,Male,White,No,No,No,35-39,240,120,120,0,120,0.0,0.5,4,4,3,2,6,35.9,38.6,50.5,-11.9,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS No | Residence No
4260143,2026,EMS,BCOM,Bachelor of Commerce,3,1,Male,Coloured,Yes,Yes,No,35-39,120,0,120,90,90,0.75,0.75,4,1,1,1,0,74.0,66.3,50.5,15.8,No,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Male | NSFAS Yes | Residence Yes
4260144,2026,EMS,BCOM,Bachelor of Commerce,3,1,Female,African,Yes,No,Yes,35-39,120,0,120,120,120,1.0,1.0,4,0,0,0,0,68.5,69.0,50.5,18.5,No,No,On Track,Routine monitoring and positive reinforcement,Female | NSFAS Yes | Residence No
4260145,2026,EMS,BCOM,Bachelor of Commerce,3,2,Male,Coloured,No,Yes,No,30-34,240,120,120,0,120,0.0,0.5,4,4,3,1,9,38.7,40.8,50.5,-9.6,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS No | Residence Yes
4260146,2026,EMS,BCOM,Bachelor of Commerce,3,1,Male,African,Yes,No,No,30-34,120,0,120,120,120,1.0,1.0,4,0,0,0,4,59.4,56.4,50.5,5.9,No,No,On Track,Routine monitoring and positive reinforcement,Male | NSFAS Yes | Residence No
4260147,2026,EMS,BCOM,Bachelor of Commerce,3,1,Male,African,No,No,No,35-39,120,0,120,0,0,0.0,0.0,4,4,3,2,12,29.9,28.0,50.5,-22.5,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS No | Residence No
4260148,2026,EMS,BCOM,Bachelor of Commerce,3,1,Female,Indian,Yes,No,No,35-39,120,0,120,0,0,0.0,0.0,4,4,3,2,14,30.5,27.7,50.5,-22.7,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence No
4260149,2026,EMS,BCOM,Bachelor of Commerce,3,1,Female,African,Yes,No,No,35-39,120,0,120,0,0,0.0,0.0,4,4,3,1,11,40.4,40.8,50.5,-9.6,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence No
4260150,2026,EMS,BCOM,Bachelor of Commerce,3,1,Male,Coloured,Yes,No,No,30-34,120,0,120,0,0,0.0,0.0,4,4,3,2,10,44.0,35.5,50.5,-15.0,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS Yes | Residence No
4260151,2026,EMS,BCOM,Bachelor of Commerce,3,1,Male,African,No,No,No,40-44,120,0,120,30,30,0.25,0.25,4,3,3,1,7,49.6,50.4,50.5,-0.1,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS No | Residence No
4260152,2026,EMS,BCOM,Bachelor of Commerce,3,2,Female,Coloured,No,Yes,No,40-44,240,120,120,60,180,0.5,0.75,4,2,2,1,7,42.8,47.6,50.5,-2.9,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS No | Residence Yes
4260153,2026,EMS,BCOM,Bachelor of Commerce,3,3,Male,Coloured,Yes,Yes,Yes,45+,360,240,120,120,360,1.0,1.0,4,0,0,0,3,62.2,61.3,50.5,10.8,No,No,On Track,Routine monitoring and positive reinforcement,Male | NSFAS Yes | Residence Yes
4260154,2026,EMS,BCOM,Bachelor of Commerce,3,1,Female,African,Yes,No,No,40-44,120,0,120,0,0,0.0,0.0,4,4,3,1,11,44.6,41.8,50.5,-8.6,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence No
4260155,2026,EMS,BCOM,Bachelor of Commerce,3,2,Male,African,Yes,No,Yes,30-34,240,120,120,90,210,0.75,0.875,4,1,1,0,6,51.0,55.2,50.5,4.7,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Male | NSFAS Yes | Residence No
4260156,2026,EMS,BCOM,Bachelor of Commerce,3,3,Male,Coloured,No,No,No,35-39,360,240,120,120,360,1.0,1.0,4,0,0,0,3,67.3,67.2,50.5,16.7,Yes,No,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Male | NSFAS No | Residence No
4260157,2026,EMS,BCOM,Bachelor of Commerce,3,2,Female,Coloured,Yes,No,No,40-44,240,120,120,120,240,1.0,1.0,4,0,0,2,1,57.8,61.2,50.5,10.7,Yes,No,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS Yes | Residence No
4260158,2026,EMS,BCOM,Bachelor of Commerce,3,3,Male,African,Yes,Yes,No,30-34,360,240,120,30,270,0.25,0.75,4,3,2,2,8,45.6,41.1,50.5,-9.4,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS Yes | Residence Yes
4260159,2026,EMS,BCOM,Bachelor of Commerce,3,1,Female,Indian,Yes,Yes,No,40-44,120,0,120,60,60,0.5,0.5,4,2,2,2,8,44.8,48.0,50.5,-2.4,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence Yes
4260160,2026,EMS,BCOM,Bachelor of Commerce,3,2,Female,African,No,No,No,35-39,240,120,120,60,180,0.5,0.75,4,2,1,0,5,52.2,50.9,50.5,0.4,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS No | Residence No
4260161,2026,EMS,BCOM,Bachelor of Commerce,3,2,Male,African,No,No,No,30-34,240,120,120,60,180,0.5,0.75,4,2,1,0,6,54.5,51.0,50.5,0.5,No,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Male | NSFAS No | Residence No
4260162,2026,EMS,BCOM,Bachelor of Commerce,3,1,Female,Coloured,No,No,No,35-39,120,0,120,60,60,0.5,0.5,4,2,2,2,5,43.8,52.8,50.5,2.4,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS No | Residence No
4260163,2026,EMS,BCOM,Bachelor of Commerce,3,2,Male,Coloured,Yes,Yes,Yes,30-34,240,120,120,90,210,0.75,0.875,4,1,0,1,4,51.1,53.7,50.5,3.3,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Male | NSFAS Yes | Residence Yes
4260164,2026,EMS,BCOM,Bachelor of Commerce,3,2,Female,African,Yes,No,Yes,30-34,240,120,120,60,180,0.5,0.75,4,2,2,1,6,48.7,49.4,50.5,-1.1,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence No
4260165,2026,EMS,BCOM,Bachelor of Commerce,3,2,Male,Coloured,Yes,No,No,35-39,240,120,120,60,180,0.5,0.75,4,2,1,3,1,50.8,48.2,50.5,-2.3,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Male | NSFAS Yes | Residence No
4260166,2026,EMS,BCOM,Bachelor of Commerce,3,1,Female,Coloured,Yes,No,No,35-39,120,0,120,90,90,0.75,0.75,4,1,1,0,6,54.7,59.7,50.5,9.2,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS Yes | Residence No
